JOURNAL ENTRY NO	PERIOD/YEAR	JOURNAL ENTRY DESCRIPTION	DIVISION	ACCOUNT	TASK	ACCOUNT	DESCRIPTION	DATE	DEBIT	CREDIT
3051	12/20		001	131440			PPE 09.11.2020	11/16/20	22859.16	0
3051	12/20		12	512110			PPE 09.11.2020	11/16/20	8683.08	0
3051	12/20		41	541120			PPE 09.11.2020	11/16/20	8630.74	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	8497.56	0
3051	12/20		23	521120			PPE 09.11.2020	11/16/20	8481.58	0
3051	12/20		61	513120			PPE 09.11.2020	11/16/20	7324.02	0
3051	12/20		72	572120			PPE 09.11.2020	11/16/20	6561.09	0
3051	12/20		22	521210			PPE 09.11.2020	11/16/20	6545.61	0
3051	12/20		32	541110			PPE 09.11.2020	11/16/20	6438.47	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	5774.64	0
3051	12/20		17	513120			PPE 09.11.2020	11/16/20	5709.65	0
3051	12/20		001	131119			PPE 09.11.2020	11/16/20	5660.39	0
3051	12/20		12	512120			PPE 09.11.2020	11/16/20	5640.09	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	4896	0
3051	12/20		37	515210			PPE 09.11.2020	11/16/20	4788.53	0
3051	12/20		16	512120			PPE 09.11.2020	11/16/20	4113.19	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	3934.08	0
3051	12/20		39	541120			PPE 09.11.2020	11/16/20	3729.39	0
3051	12/20		35	535120			PPE 09.11.2020	11/16/20	3604.64	0
3051	12/20		30	524130			PPE 09.11.2020	11/16/20	3390.24	0
3051	12/20		26	521110			PPE 09.11.2020	11/16/20	3357.69	0
3051	12/20		13	513110			PPE 09.11.2020	11/16/20	2994.23	0
3051	12/20		37	515110			PPE 09.11.2020	11/16/20	2959.62	0
3051	12/20		16	512110			PPE 09.11.2020	11/16/20	2942.31	0
3051	12/20		85	512110			PPE 09.11.2020	11/16/20	2942.31	0
3051	12/20		49	541120			PPE 09.11.2020	11/16/20	2925.12	0
3051	12/20		22	521140			PPE 09.11.2020	11/16/20	2904.21	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	2869.11	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	2823.05	0
3051	12/20		30	524110			PPE 09.11.2020	11/16/20	2803.85	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	2575.64	0
3051	12/20		001	131118			PPE 09.11.2020	11/16/20	2482.89	0
3051	12/20		72	572110			PPE 09.11.2020	11/16/20	2433.6	0
3051	12/20		84	513110			REGULAR EARNINGS	11/16/20	2307.69	0
3051	12/20		30	524120			PPE 09.11.2020	11/16/20	2305.59	0
3051	12/20		75	535110			PPE 09.11.2020	11/16/20	2250	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	2193.79	0
3051	12/20		32	541120			PPE 09.11.2020	11/16/20	2189.68	0
3051	12/20		001	131450			PPE 09.11.2020	11/16/20	2167.04	0
3051	12/20		64	533120			PPE 09.11.2020	11/16/20	2090.28	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	1946.91	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	1873.51	0
3051	12/20		85	512120			PPE 09.11.2020	11/16/20	1808.66	0
3051	12/20		43	538120			PPE 09.11.2020	11/16/20	1665.5	0
3051	12/20		75	535120			PPE 09.11.2020	11/16/20	1557.69	0
3051	12/20		22	521210			PPE 09.11.2020	11/16/20	1530.83	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	1500	0
3051	12/20		001	131490			PPE 09.11.2020	11/16/20	1204.31	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	1088	0
3051	12/20		13	513120			PPE 09.11.2020	11/16/20	1080	0
3051	12/20		32	541120			PPE 09.11.2020	11/16/20	1071.2	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	1054.04	0
3051	12/20		12	512110			PPE 09.11.2020	11/16/20	1037.31	0
3051	12/20		12	512210			PPE 09.11.2020	11/16/20	1034.1	0
3051	12/20		41	541120			PPE 09.11.2020	11/16/20	1000	0
3051	12/20		41	541120			PPE 09.11.2020	11/16/20	990.01	0
3051	12/20		23	521120			PPE 09.11.2020	11/16/20	942.4	0
3051	12/20		20	521210			PPE 09.11.2020	11/16/20	882.34	0
3051	12/20		61	513120			PPE 09.11.2020	11/16/20	874.61	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	839.35	0
3051	12/20		72	572120			PPE 09.11.2020	11/16/20	758.34	0
3051	12/20		62	519120			PPE 09.11.2020	11/16/20	756.28	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	748	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	722.61	0
3051	12/20		32	541110			PPE 09.11.2020	11/16/20	715.39	0
3051	12/20		26	521120			PPE 09.11.2020	11/16/20	712.92	0
3051	12/20		26	521120			PPE 09.11.2020	11/16/20	712.92	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	710.71	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	695.37	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	678.14	0
3051	12/20		41	541210			PPE 09.11.2020	11/16/20	677.94	0
3051	12/20		16	512120			PPE 09.11.2020	11/16/20	653.85	0
3051	12/20		12	512110			PPE 09.11.2020	11/16/20	652.69	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	645.37	0
3051	12/20		12	512120			PPE 09.11.2020	11/16/20	640.35	0
3051	12/20		32	541210			PPE 09.11.2020	11/16/20	638.18	0
3051	12/20		72	572210			PPE 09.11.2020	11/16/20	612.13	0
3051	12/20		61	513120			PPE 09.11.2020	11/16/20	554.21	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	551.76	0
3051	12/20		30	524210			PPE 09.11.2020	11/16/20	549.31	0
3051	12/20		23	521210			PPE 09.11.2020	11/16/20	548.85	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	544	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	544	0
3051	12/20		37	515120			PPE 09.11.2020	11/16/20	532.27	0
3051	12/20		16	512120			PPE 09.11.2020	11/16/20	529.67	0
3051	12/20		61	513210			PPE 09.11.2020	11/16/20	521.4	0
3051	12/20		64	533120			PPE 09.11.2020	11/16/20	519.63	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	515.83	0
3051	12/20		16	512210			PPE 09.11.2020	11/16/20	513.94	0
3051	12/20		20	521140			PPE 09.11.2020	11/16/20	508.54	0
3051	12/20		35	535120			PPE 09.11.2020	11/16/20	496.96	0
3051	12/20		37	515210			PPE 09.11.2020	11/16/20	494.33	0
3051	12/20		36	521210			PPE 09.11.2020	11/16/20	484.55	0
3051	12/20		39	541120			PPE 09.11.2020	11/16/20	421.36	0
3051	12/20		49	541120			PPE 09.11.2020	11/16/20	379.68	0
3051	12/20		49	541120			PPE 09.11.2020	11/16/20	376.56	0
3051	12/20		26	521110			PPE 09.11.2020	11/16/20	373.08	0
3051	12/20		17	513210			PPE 09.11.2020	11/16/20	366.01	0
3051	12/20		32	541120			PPE 09.11.2020	11/16/20	362.32	0
3051	12/20		17	513120			PPE 09.11.2020	11/16/20	340.39	0
3051	12/20		26	521210			PPE 09.11.2020	11/16/20	336.97	0
3051	12/20		13	513110			PPE 09.11.2020	11/16/20	332.69	0
3051	12/20		37	515110			PPE 09.11.2020	11/16/20	328.85	0
3051	12/20		16	512110			PPE 09.11.2020	11/16/20	326.92	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	326.92	0
3051	12/20		85	512110			PPE 09.11.2020	11/16/20	326.92	0
3051	12/20		64	533120			PPE 09.11.2020	11/16/20	315.22	0
3051	12/20		30	524110			PPE 09.11.2020	11/16/20	311.54	0
3051	12/20		63	533120			PPE 09.11.2020	11/16/20	311.44	0
3051	12/20		85	512210			PPE 09.11.2020	11/16/20	309.22	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	305.73	0
3051	12/20		22	521120			PPE 09.11.2020	11/16/20	296.98	0
3051	12/20		41	541140			PPE 09.11.2020	11/16/20	296.9	0
3051	12/20		72	572110			PPE 09.11.2020	11/16/20	270.4	0
3051	12/20		13	513210			PPE 09.11.2020	11/16/20	268.96	0
3051	12/20		72	572120			PPE 09.11.2020	11/16/20	264	0
3051	12/20		30	524120			PPE 09.11.2020	11/16/20	260.8	0
3051	12/20		75	535210			PPE 09.11.2020	11/16/20	259.84	0
3051	12/20		62	519120			PPE 09.11.2020	11/16/20	251.3	0
3051	12/20		75	535110			PPE 09.11.2020	11/16/20	250	0
3051	12/20		35	535210			PPE 09.11.2020	11/16/20	246.47	0
3051	12/20		43	538120			PPE 09.11.2020	11/16/20	242.96	0
3051	12/20		12	512210			PPE 09.11.2020	11/16/20	241.85	0
3051	12/20		63	533120			PPE 09.11.2020	11/16/20	235.07	0
3051	12/20		39	541210			PPE 09.11.2020	11/16/20	234.94	0
3051	12/20		49	541210			PPE 09.11.2020	11/16/20	227.46	0
3051	12/20		63	533120			PPE 09.11.2020	11/16/20	219.84	0
3051	12/20		20	521210			PPE 09.11.2020	11/16/20	206.35	0
3051	12/20		85	512120			PPE 09.11.2020	11/16/20	200.96	0
3051	12/20		41	541120			PPE 09.11.2020	11/16/20	199.2	0
3051	12/20		41	541120			PPE 09.11.2020	11/16/20	196.16	0
3051	12/20		26	521120			PPE 09.11.2020	11/16/20	178.23	0
3051	12/20		26	521120			PPE 09.11.2020	11/16/20	178.23	0
3051	12/20		64	533210			PPE 09.11.2020	11/16/20	177.4	0
3051	12/20		75	535120			PPE 09.11.2020	11/16/20	173.08	0
3051	12/20		36	521120			PPE 09.11.2020	11/16/20	168	0
3051	12/20		41	541210			PPE 09.11.2020	11/16/20	158.55	0
3051	12/20		35	535120			PPE 09.11.2020	11/16/20	150.85	0
3051	12/20		32	541210			PPE 09.11.2020	11/16/20	149.25	0
3051	12/20		72	572210			PPE 09.11.2020	11/16/20	143.16	0
3051	12/20		84	513210			EMPLOYER SOC  SEC TAX	11/16/20	141.99	0
3051	12/20		64	533120			PPE 09.11.2020	11/16/20	130.05	0
3051	12/20		30	524210			PPE 09.11.2020	11/16/20	128.47	0
3051	12/20		23	521210			PPE 09.11.2020	11/16/20	128.36	0
3051	12/20		43	538210			PPE 09.11.2020	11/16/20	123.38	0
3051	12/20		12	512120			PPE 09.11.2020	11/16/20	123.04	0
3051	12/20		61	513210			PPE 09.11.2020	11/16/20	121.94	0
3051	12/20		16	512210			PPE 09.11.2020	11/16/20	120.2	0
3051	12/20		13	513120			PPE 09.11.2020	11/16/20	120	0
3051	12/20		37	515120			PPE 09.11.2020	11/16/20	115.61	0
3051	12/20		36	521210			PPE 09.11.2020	11/16/20	113.32	0
3051	12/20		62	519120			PPE 09.11.2020	11/16/20	112	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	104.97	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	101.54	0
3051	12/20		001	218105			ICMA REIMB	11/16/20	94.23	0
3051	12/20		63	533120			PPE 09.11.2020	11/16/20	91.6	0
3051	12/20		17	513210			PPE 09.11.2020	11/16/20	85.6	0
3051	12/20		49	541120			PPE 09.11.2020	11/16/20	84.24	0
3051	12/20		26	521210			PPE 09.11.2020	11/16/20	78.81	0
3051	12/20		85	512210			PPE 09.11.2020	11/16/20	72.32	0
3051	12/20		64	533120			PPE 09.11.2020	11/16/20	71.08	0
3051	12/20		62	519210			PPE 09.11.2020	11/16/20	68.67	0
3051	12/20		20	521120			PPE 09.11.2020	11/16/20	67.94	0
3051	12/20		13	513210			PPE 09.11.2020	11/16/20	62.9	0
3051	12/20		39	541120			PPE 09.11.2020	11/16/20	62.85	0
3051	12/20		75	535210			PPE 09.11.2020	11/16/20	60.77	0
3051	12/20		35	535210			PPE 09.11.2020	11/16/20	57.64	0
3051	12/20		63	533210			PPE 09.11.2020	11/16/20	55.61	0
3051	12/20		39	541210			PPE 09.11.2020	11/16/20	54.94	0
3051	12/20		49	541210			PPE 09.11.2020	11/16/20	53.2	0
3051	12/20		43	538120			PPE 09.11.2020	11/16/20	53.17	0
3051	12/20		43	538120			PPE 09.11.2020	11/16/20	53.17	0
3051	12/20		36	521130			PPE 09.11.2020	11/16/20	53	0
3051	12/20		63	533120			PPE 09.11.2020	11/16/20	42.37	0
3051	12/20		30	524120			PPE 09.11.2020	11/16/20	41.61	0
3051	12/20		64	533210			PPE 09.11.2020	11/16/20	41.49	0
3051	12/20		61	513120			PPE 09.11.2020	11/16/20	40.95	0
3051	12/20		36	521130			PPE 09.11.2020	11/16/20	39.75	0
3051	12/20		84	513210			EMPLOYER MEDICARE TAX	11/16/20	33.21	0
3051	12/20		43	538210			PPE 09.11.2020	11/16/20	28.86	0
3051	12/20		26	521110			PPE 09.11.2020	11/16/20	27.69	0
3051	12/20		39	541140			PPE 09.11.2020	11/16/20	23.34	0
3051	12/20		62	519210			PPE 09.11.2020	11/16/20	16.06	0
3051	12/20		63	533210			PPE 09.11.2020	11/16/20	13.01	0
3051	12/20		001	101020			ADP DIRECT DEPOSIT	11/16/20	0	185517.29
3051	12/20		440	207001			PPE 09.11.2020	11/16/20	0	22859.16
3051	12/20		001	101020			ADP TAX EE FEDERAL	11/16/20	0	22130.63
3051	12/20		001	101020			ADP NET CHECKS	11/16/20	0	16700.56
3051	12/20		001	101020			ADP TAX EE SOC SEC	11/16/20	0	16319.48
3051	12/20		001	101020			ADP TAX ER SOC SEC	11/16/20	0	16177.62
3051	12/20		001	218111			FRS 3% DED	11/16/20	0	7934.25
3051	12/20		119	207001			PPE 09.11.2020	11/16/20	0	5660.39
3051	12/20		001	218116			AVMED-HMO	11/16/20	0	3986.49
3051	12/20		001	101020			ADP TAX EE MEDICARE	11/16/20	0	3816.67
3051	12/20		001	101020			ADP TAX ER MEDICARE	11/16/20	0	3783.48
3051	12/20		001	218124			BMG	11/16/20	0	2874.67
3051	12/20		118	207001			PPE 09.11.2020	11/16/20	0	2482.89
3051	12/20		450	207001			PPE 09.11.2020	11/16/20	0	2167.04
3051	12/20		001	218122			AMER PUBLIC LIF	11/16/20	0	2049.09
3051	12/20		001	218117			DENTAL PPO	11/16/20	0	1469.52
3051	12/20		001	218106			LINCOLN-POST	11/16/20	0	1439.54
3051	12/20		001	218108			PBA DUES	11/16/20	0	1287
3051	12/20		490	207001			PPE 09.11.2020	11/16/20	0	1204.31
3051	12/20		001	218120			HOSP	11/16/20	0	1123.43
3051	12/20		001	218120			ACC	11/16/20	0	1105.91
3051	12/20		001	218105			ICMA 457 DEFE	11/16/20	0	1004.23
3051	12/20		001	218106			LIFE INS COSW	11/16/20	0	860
3051	12/20		001	218120			CAN	11/16/20	0	567.84
3051	12/20		001	218114			UNION AFSCME	11/16/20	0	456.75
3051	12/20		001	218117			VISION	11/16/20	0	419.72
3051	12/20		001	218120			COL WHOLLF POST	11/16/20	0	387.52
3051	12/20		001	218120			COL UNIVLF POST	11/16/20	0	382.87
3051	12/20		001	218120			COL CI POST	11/16/20	0	345.98
3051	12/20		001	218116			AV MEDHMO-S	11/16/20	0	166.15
3051	12/20		001	101020			ADP TAX ER SOC SEC	11/16/20	0	141.99
3051	12/20		001	218120			COL STD POST	11/16/20	0	119.45
3051	12/20		001	218120			CRIL	11/16/20	0	79.84
3051	12/20		001	218120			COLDISA	11/16/20	0	69.71
3051	12/20		001	101020			ADP TAX ER MEDICARE	11/16/20	0	33.21
3051	12/20		001	218120			STD	11/16/20	0	22.66
3051	12/20		001	218120			GUN SHOT WOUND	11/16/20	0	19
3051	12/20		001	218119			PP LEGAL	11/16/20	0	12.46
3051	12/20		001	218120			COL TERM LIFE	11/16/20	0	8.98
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	53578.99	0
3052	12/20		001	131440			PPE 09.25.2020	11/16/20	22924.92	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	22222.32	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	16977.33	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	14211.84	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	9494.88	0
3052	12/20		41	541120			PPE 09.25.2020	11/16/20	9447.59	0
3052	12/20		23	521120			PPE 09.25.2020	11/16/20	8506.96	0
3052	12/20		61	513120			PPE 09.25.2020	11/16/20	8003.23	0
3052	12/20		22	521210			PPE 09.25.2020	11/16/20	7506.95	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	7204	0
3052	12/20		32	541110			PPE 09.25.2020	11/16/20	7153.85	0
3052	12/20		12	512110			PPE 09.25.2020	11/16/20	7109.61	0
3052	12/20		72	572120			PPE 09.25.2020	11/16/20	6614.29	0
3052	12/20		12	512120			PPE 09.25.2020	11/16/20	6403.47	0
3052	12/20		22	521120			POLICE SHIFT 3	11/16/20	6237.36	0
3052	12/20		36	521120			PPE 09.25.2020	11/16/20	5914.3	0
3052	12/20		001	131119			PPE 09.25.2020	11/16/20	5660.39	0
3052	12/20		16	512120			PPE 09.25.2020	11/16/20	5296.71	0
3052	12/20		12	512120			PPE 09.25.2020	11/16/20	5115.2	0
3052	12/20		37	515120			PPE 09.25.2020	11/16/20	4536.94	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	4035.47	0
3052	12/20		39	541120			PPE 09.25.2020	11/16/20	3803.16	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	3802.44	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	3730.77	0
3052	12/20		49	541120			PPE 09.25.2020	11/16/20	3578.88	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	3423.5	0
3052	12/20		32	541120			PPE 09.25.2020	11/16/20	3408.96	0
3052	12/20		17	513120			PPE 09.25.2020	11/16/20	3403.88	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	3390.54	0
3052	12/20		30	524130			PPE 09.25.2020	11/16/20	3390.24	0
3052	12/20		13	513110			PPE 09.25.2020	11/16/20	3326.92	0
3052	12/20		16	512110			PPE 09.25.2020	11/16/20	3269.23	0
3052	12/20		85	512110			PPE 09.25.2020	11/16/20	3269.23	0
3052	12/20		12	512110			PPE 09.25.2020	11/16/20	3263.46	0
3052	12/20		35	535120			PPE 09.25.2020	11/16/20	3216.8	0
3052	12/20		001	131118			PPE 09.25.2020	11/16/20	3153.88	0
3052	12/20		30	524110			PPE 09.25.2020	11/16/20	3115.38	0
3052	12/20		37	515110			PPE 09.25.2020	11/16/20	2959.62	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	2939.08	0
3052	12/20		72	572110			PPE 09.25.2020	11/16/20	2704	0
3052	12/20		30	524120			PPE 09.25.2020	11/16/20	2608	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	2588	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	2581.44	0
3052	12/20		75	535110			PPE 09.25.2020	11/16/20	2500	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	2464.39	0
3052	12/20		84	513110			REGULAR EARNINGS	11/16/20	2438.9	0
3052	12/20		001	131450			PPE 09.25.2020	11/16/20	2220.65	0
3052	12/20		85	512120			PPE 09.25.2020	11/16/20	2009.62	0
3052	12/20		64	533120			PPE 09.25.2020	11/16/20	1987.5	0
3052	12/20		43	538120			PPE 09.25.2020	11/16/20	1830.26	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	1805.74	0
3052	12/20		22	521140			PPE 09.25.2020	11/16/20	1771.66	0
3052	12/20		35	535120			PPE 09.25.2020	11/16/20	1750	0
3052	12/20		26	521210			PPE 09.25.2020	11/16/20	1748.17	0
3052	12/20		41	541140			PPE 09.25.2020	11/16/20	1573.83	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	1420.83	0
3052	12/20		36	521120			PPE 09.25.2020	11/16/20	1360	0
3052	12/20		12	512210			PPE 09.25.2020	11/16/20	1351.24	0
3052	12/20		001	131490			PPE 09.25.2020	11/16/20	1204.31	0
3052	12/20		13	513120			PPE 09.25.2020	11/16/20	1200	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	1103.52	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	1065.49	0
3052	12/20		75	535120			PPE 09.25.2020	11/16/20	1038.46	0
3052	12/20		41	541120			PPE 09.25.2020	11/16/20	1000	0
3052	12/20		72	572120			PPE 09.25.2020	11/16/20	969.14	0
3052	12/20		62	519120			PPE 09.25.2020	11/16/20	924	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	885.96	0
3052	12/20		23	521120			PPE 09.25.2020	11/16/20	809.9	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	802.9	0
3052	12/20		26	521120			PPE 09.25.2020	11/16/20	802.04	0
3052	12/20		26	521120			PPE 09.25.2020	11/16/20	802.04	0
3052	12/20		64	533120			PPE 09.25.2020	11/16/20	793.95	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	793.35	0
3052	12/20		41	541210			PPE 09.25.2020	11/16/20	771.6	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	765.4	0
3052	12/20		20	521140			PPE 09.25.2020	11/16/20	727.77	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	704.2	0
3052	12/20		75	535120			PPE 09.25.2020	11/16/20	692.31	0
3052	12/20		20	521210			PPE 09.25.2020	11/16/20	670.32	0
3052	12/20		13	513110			PPE 09.25.2020	11/16/20	661.54	0
3052	12/20		32	541210			PPE 09.25.2020	11/16/20	638.18	0
3052	12/20		17	513120			PPE 09.25.2020	11/16/20	619.74	0
3052	12/20		72	572210			PPE 09.25.2020	11/16/20	612.13	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	609.18	0
3052	12/20		41	541120			PPE 09.25.2020	11/16/20	600	0
3052	12/20		39	541140			PPE 09.25.2020	11/16/20	588.69	0
3052	12/20		84	513210			EMPLOYER SOC  SEC TAX	11/16/20	579.46	0
3052	12/20		30	524210			PPE 09.25.2020	11/16/20	554.36	0
3052	12/20		23	521210			PPE 09.25.2020	11/16/20	548.85	0
3052	12/20		16	512210			PPE 09.25.2020	11/16/20	534.21	0
3052	12/20		37	515120			PPE 09.25.2020	11/16/20	532.27	0
3052	12/20		61	513210			PPE 09.25.2020	11/16/20	495.9	0
3052	12/20		22	521120			DEPL C19 OT	11/16/20	494.94	0
3052	12/20		37	515210			PPE 09.25.2020	11/16/20	493.2	0
3052	12/20		36	521210			PPE 09.25.2020	11/16/20	491.11	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	462.71	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	411.52	0
3052	12/20		39	541120			PPE 09.25.2020	11/16/20	410.44	0
3052	12/20		26	521210			PPE 09.25.2020	11/16/20	408.85	0
3052	12/20		36	521120			PPE 09.25.2020	11/16/20	408	0
3052	12/20		35	535120			PPE 09.25.2020	11/16/20	365.7	0
3052	12/20		22	521120			COUNTY COURT	11/16/20	359.24	0
3052	12/20		61	513120			PPE 09.25.2020	11/16/20	338.29	0
3052	12/20		37	515110			PPE 09.25.2020	11/16/20	328.85	0
3052	12/20		16	512110			PPE 09.25.2020	11/16/20	326.91	0
3052	12/20		22	521210			PPE 09.25.2020	11/16/20	325	0
3052	12/20		12	512210			PPE 09.25.2020	11/16/20	316.02	0
3052	12/20		35	535210			PPE 09.25.2020	11/16/20	313.43	0
3052	12/20		13	513210			PPE 09.25.2020	11/16/20	309.97	0
3052	12/20		85	512210			PPE 09.25.2020	11/16/20	309.22	0
3052	12/20		26	521521			PPE 09.25.2020	11/16/20	300	0
3052	12/20		39	541210			PPE 09.25.2020	11/16/20	269.99	0
3052	12/20		75	535210			PPE 09.25.2020	11/16/20	259.84	0
3052	12/20		22	521120			PERSONAL	11/16/20	258.72	0
3052	12/20		17	513210			PPE 09.25.2020	11/16/20	243.29	0
3052	12/20		37	515120			PPE 09.25.2020	11/16/20	233.35	0
3052	12/20		64	533120			PPE 09.25.2020	11/16/20	232.62	0
3052	12/20		49	541210			PPE 09.25.2020	11/16/20	227.46	0
3052	12/20		32	541120			PPE 09.25.2020	11/16/20	214.24	0
3052	12/20		36	521120			PPE 09.25.2020	11/16/20	204	0
3052	12/20		41	541120			PPE 09.25.2020	11/16/20	202.24	0
3052	12/20		22	521120			PPE 09.25.2020	11/16/20	194.04	0
3052	12/20		20	521210			PPE 09.25.2020	11/16/20	192.5	0
3052	12/20		49	541120			PPE 09.25.2020	11/16/20	186.72	0
3052	12/20		41	541210			PPE 09.25.2020	11/16/20	180.46	0
3052	12/20		64	533210			PPE 09.25.2020	11/16/20	178.51	0
3052	12/20		26	521120			PPE 09.25.2020	11/16/20	178.23	0
3052	12/20		36	521120			PPE 09.25.2020	11/16/20	172.5	0
3052	12/20		43	538120			PPE 09.25.2020	11/16/20	171.57	0
3052	12/20		62	519120			PPE 09.25.2020	11/16/20	155.68	0
3052	12/20		32	541210			PPE 09.25.2020	11/16/20	149.25	0
3052	12/20		72	572210			PPE 09.25.2020	11/16/20	143.16	0
3052	12/20		84	513210			EMPLOYER MEDICARE TAX	11/16/20	135.52	0
3052	12/20		64	533120			PPE 09.25.2020	11/16/20	130.05	0
3052	12/20		30	524210			PPE 09.25.2020	11/16/20	129.65	0
3052	12/20		23	521210			PPE 09.25.2020	11/16/20	128.36	0
3052	12/20		43	538210			PPE 09.25.2020	11/16/20	126.47	0
3052	12/20		16	512210			PPE 09.25.2020	11/16/20	124.94	0
3052	12/20		61	513210			PPE 09.25.2020	11/16/20	115.98	0
3052	12/20		37	515210			PPE 09.25.2020	11/16/20	115.34	0
3052	12/20		36	521210			PPE 09.25.2020	11/16/20	114.86	0
3052	12/20		36	521140			PPE 09.25.2020	11/16/20	114.75	0
3052	12/20		22	521120			CIRCUIT CT CRIM	11/16/20	108.59	0
3052	12/20		23	521120			PPE 09.25.2020	11/16/20	107.12	0
3052	12/20		20	521120			PPE 09.25.2020	11/16/20	101.54	0
3052	12/20		63	533120			PPE 09.25.2020	11/16/20	98.47	0
3052	12/20		001	218105			ICMA REIMB	11/16/20	94.23	0
3052	12/20		63	533120			PPE 09.25.2020	11/16/20	91.6	0
3052	12/20		30	524140			PPE 09.25.2020	11/16/20	81.47	0
3052	12/20		35	535210			PPE 09.25.2020	11/16/20	73.3	0
3052	12/20		13	513210			PPE 09.25.2020	11/16/20	72.49	0
3052	12/20		85	512210			PPE 09.25.2020	11/16/20	72.32	0
3052	12/20		62	519210			PPE 09.25.2020	11/16/20	68.67	0
3052	12/20		39	541210			PPE 09.25.2020	11/16/20	63.14	0
3052	12/20		43	538120			PPE 09.25.2020	11/16/20	62.77	0
3052	12/20		75	535210			PPE 09.25.2020	11/16/20	60.77	0
3052	12/20		17	513210			PPE 09.25.2020	11/16/20	56.9	0
3052	12/20		22	521120			POLICE INCENTIV	11/16/20	55.38	0
3052	12/20		49	541210			PPE 09.25.2020	11/16/20	53.2	0
3052	12/20		63	533120			PPE 09.25.2020	11/16/20	42.37	0
3052	12/20		63	533120			PPE 09.25.2020	11/16/20	42.37	0
3052	12/20		64	533210			PPE 09.25.2020	11/16/20	41.75	0
3052	12/20		61	513120			PPE 09.25.2020	11/16/20	40.95	0
3052	12/20		62	519120			PPE 09.25.2020	11/16/20	39.9	0
3052	12/20		43	538210			PPE 09.25.2020	11/16/20	29.58	0
3052	12/20		26	521110			PPE 09.25.2020	11/16/20	27.69	0
3052	12/20		63	533210			PPE 09.25.2020	11/16/20	16.83	0
3052	12/20		62	519210			PPE 09.25.2020	11/16/20	16.06	0
3052	12/20		63	533210			PPE 09.25.2020	11/16/20	3.94	0
3052	12/20		001	101020			ADP DIRECT DEPOSIT	11/16/20	0	201279.62
3052	12/20		001	101020			ADP NET CHECKS	11/16/20	0	36493.23
